date,match,won,odds,prob,ev,stake,profit,bankroll,cumsum,peak,dd
2025-03-29,Lecce vs Roma,False,3.5,0.387,35.45,36.57486570715802,-36.57486570715802,694.9224484360024,-305.0775515639978,1621.7766198585978,-1926.8541714225955
2025-03-30,Cagliari vs Monza,False,3.5,0.387,35.45,34.746122421800116,-34.746122421800116,660.1763260142022,-339.82367398579794,1621.7766198585978,-1961.6002938443958
2025-03-30,Fiorentina vs Atalanta,False,3.3,0.387,27.70999999999999,33.008816300710116,-33.008816300710116,627.1675097134921,-372.83249028650806,1621.7766198585978,-1994.609110145106
2025-03-31,Lazio vs Torino,True,3.3,0.387,27.70999999999999,31.358375485674607,72.1242636170516,699.2917733305437,-300.70822666945645,1621.7766198585978,-1922.4848465280543
2025-04-05,Milan vs Fiorentina,True,3.5,0.387,35.45,34.964588666527185,87.41147166631796,786.7032449968617,-213.2967550031385,1621.7766198585978,-1835.0733748617363
2025-04-13,Como vs Torino,False,3.5,0.387,35.45,39.33516224984309,-39.33516224984309,747.3680827470187,-252.63191725298157,1621.7766198585978,-1874.4085371115793
2025-04-13,Atalanta vs Bologna,False,3.5,0.387,35.45,37.368404137350936,-37.368404137350936,709.9996786096677,-290.0003213903325,1621.7766198585978,-1911.7769412489301
2025-04-19,Lecce vs Como,False,3.3,0.387,27.70999999999999,35.49998393048339,-35.49998393048339,674.4996946791844,-325.50030532081587,1621.7766198585978,-1947.2769251794136
2025-04-20,Milan vs Atalanta,False,3.4,0.387,31.58000000000001,33.72498473395922,-33.72498473395922,640.7747099452251,-359.2252900547751,1621.7766198585978,-1981.0019099133729
2025-04-27,Como vs Genoa,False,3.4,0.387,31.58000000000001,32.03873549726126,-32.03873549726126,608.7359744479638,-391.26402555203634,1621.7766198585978,-2013.0406454106342
2025-04-27,Fiorentina vs Empoli,False,3.5,0.387,35.45,30.436798722398194,-30.436798722398194,578.2991757255656,-421.7008242744345,1621.7766198585978,-2043.4774441330323
2025-04-28,Udinese vs Bologna,True,3.5,0.387,35.45,28.914958786278284,72.2873969656957,650.5865726912614,-349.41342730873885,1621.7766198585978,-1971.1900471673366
2025-05-03,Parma vs Como,False,3.3,0.387,27.70999999999999,32.52932863456307,-32.52932863456307,618.0572440566983,-381.9427559433019,1621.7766198585978,-2003.7193758018998
2025-05-09,Milan vs Bologna,False,3.4,0.387,31.58000000000001,30.902862202834918,-30.902862202834918,587.1543818538634,-412.8456181461368,1621.7766198585978,-2034.6222380047345
2025-05-10,Empoli vs Parma,False,3.3,0.387,27.70999999999999,29.35771909269317,-29.35771909269317,557.7966627611702,-442.20333723883,1621.7766198585978,-2063.979957097428
2025-05-18,Verona vs Como,True,3.3,0.387,27.70999999999999,27.88983313805851,64.14661621753457,621.9432789787047,-378.0567210212954,1621.7766198585978,-1999.833340879893
2025-05-18,Lecce vs Torino,False,3.4,0.387,31.58000000000001,31.097163948935236,-31.097163948935236,590.8461150297695,-409.15388497023065,1621.7766198585978,-2030.9305048288284
2025-05-25,Atalanta vs Parma,False,3.5,0.387,35.45,29.542305751488477,-29.542305751488477,561.303809278281,-438.6961907217191,1621.7766198585978,-2060.472810580317
2025-08-23,Genoa vs Lecce,True,3.3,0.387,27.70999999999999,28.065190463914053,64.54993806700232,625.8537473452834,-374.1462526547168,1621.7766198585978,-1995.9228725133146
2025-08-23,Roma vs Bologna,False,3.3,0.387,27.70999999999999,31.292687367264172,-31.292687367264172,594.5610599780192,-405.438940021981,1621.7766198585978,-2027.215559880579
2025-08-24,Cagliari vs Fiorentina,True,3.3,0.387,27.70999999999999,29.728052998900964,68.3745218974722,662.9355818754914,-337.0644181245088,1621.7766198585978,-1958.8410379831066
2025-08-24,Como vs Lazio,False,3.25,0.387,25.775000000000013,33.14677909377457,-33.14677909377457,629.7888027817169,-370.21119721828336,1621.7766198585978,-1991.9878170768811
2025-08-25,Udinese vs Verona,True,3.3,0.387,27.70999999999999,31.489440139085843,72.42571231989743,702.2145151016143,-297.7854848983859,1621.7766198585978,-1919.5621047569837
2025-08-30,Parma vs Atalanta,True,3.5,0.387,35.45,35.110725755080715,87.77681438770179,789.9913294893161,-210.0086705106841,1621.7766198585978,-1831.785290369282
2025-08-31,Genoa vs Juventus,False,3.4,0.387,31.58000000000001,39.49956647446581,-39.49956647446581,750.4917630148502,-249.50823698514992,1621.7766198585978,-1871.2848568437478
2025-09-14,Milan vs Bologna,False,3.4,0.387,31.58000000000001,37.52458815074251,-37.52458815074251,712.9671748641077,-287.03282513589244,1621.7766198585978,-1908.8094449944901
2025-09-21,Torino vs Atalanta,False,3.4,0.387,31.58000000000001,35.648358743205385,-35.648358743205385,677.3188161209024,-322.68118387909783,1621.7766198585978,-1944.4578037376955
